SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-AUG-2025,10,1,INE1B6101010,10,INE1B6101010,NSE_ONLY
SHRENIK,Shrenik Limited,EQ,02-AUG-2019,1,1,INE632X01030,1,INE632X01030,NSE_ONLY
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-SEP-2025,10,1,INE1B3L01017,10,INE1B3L01017,NSE_ONLY
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,10,1,INE526E01018,10,INE526E01018,NSE_ONLY
SHRIRAMFIN,Shriram Finance Limited,EQ,11-DEC-1996,2,1,INE721A01047,2,INE721A01047,NSE_ONLY
SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10,INE217L01019,NSE_ONLY
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10,INE810G01011,NSE_ONLY
SICALLOG,Sical Logistics Limited,BE,12-OCT-2023,10,1,INE075B01020,10,INE075B01020,NSE_ONLY
SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,1,1,INE0D0K01022,1,INE0D0K01022,NSE_ONLY
SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10,INE529F01035,NSE_ONLY
SIGMA,Sigma Solve Limited,BE,09-JUN-2023,1,1,INE0A0S01028,1,INE0A0S01028,NSE_ONLY
SIGNATURE,Signatureglobal (India) Limited,EQ,27-SEP-2023,1,1,INE903U01023,1,INE903U01023,NSE_ONLY
SIGNPOST,Signpost India Limited,EQ,14-FEB-2024,2,1,INE0KGZ01021,2,INE0KGZ01021,NSE_ONLY
SIKKO,Sikko Industries Limited,BE,22-OCT-2021,1,1,INE112X01025,1,INE112X01025,NSE_ONLY
SILGO,Silgo Retail Limited,EQ,03-MAR-2021,10,1,INE01II01013,10,INE01II01013,NSE_ONLY
SILLYMONKS,Silly Monks Entertainment Limited,BE,08-JUL-2020,10,1,INE203Y01012,10,INE203Y01012,NSE_ONLY
SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022,10,1,INE625X01018,10,INE625X01018,NSE_ONLY
SINCLAIR,Sinclairs Hotels Limited,EQ,10-APR-2024,2,1,INE985A01022,2,INE985A01022,NSE_ONLY
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-JUN-2023,1,1,INE325D01025,1,INE325D01025,NSE_ONLY
SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,10,1,INE129Z01016,10,INE129Z01016,NSE_ONLY
SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10,INE792Z01011,NSE_ONLY
SIS,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5,INE285J01028,NSE_ONLY
SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10,INE284S01014,NSE_ONLY
SKFINDUS,SKF India (Industrial) Limited,BE,05-DEC-2025,10,1,INE2J8701016,10,INE2J8701016,NSE_ONLY
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-JAN-2023,10,1,INE01IU01018,10,INE01IU01018,NSE_ONLY
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-JUL-2025,10,1,INE0NAZ01010,10,INE0NAZ01010,NSE_ONLY
SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2,INE103C01036,NSE_ONLY
SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,10,1,INE728Z01015,10,INE728Z01015,NSE_ONLY
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10,INE624Z01016,NSE_ONLY
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-SEP-2025,5,1,INE0TY101024,5,INE0TY101024,NSE_ONLY
SOLEX,Solex Energy Limited,EQ,08-OCT-2025,10,1,INE880Y01017,10,INE880Y01017,NSE_ONLY
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10,INE073K01018,NSE_ONLY
SONAMLTD,SONAM LIMITED,EQ,07-APR-2022,5,1,INE00LM01029,5,INE00LM01029,NSE_ONLY
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2,INE035D01020,NSE_ONLY
SOUTHWEST,South West Pinnacle Exploration Limited,BE,18-APR-2019,10,1,INE980Y01015,10,INE980Y01015,NSE_ONLY
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10,INE572J01011,NSE_ONLY
SPCENET,Spacenet Enterprises India Limited,BE,10-JAN-2017,1,1,INE970N01027,1,INE970N01027,NSE_ONLY
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-MAR-2025,10,1,INE01EO01010,10,INE01EO01010,NSE_ONLY
SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5,INE020801028,NSE_ONLY
SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,2,1,INE663A01033,2,INE663A01033,NSE_ONLY
SPORTKING,Sportking India Limited,EQ,24-AUG-2022,1,1,INE885H01029,1,INE885H01029,NSE_ONLY
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-OCT-2024,10,1,INE01NE01012,10,INE01NE01012,NSE_ONLY
SRGHFL,SRG Housing Finance Limited,EQ,21-AUG-2023,10,1,INE559N01010,10,INE559N01010,NSE_ONLY
SRM,SRM Contractors Limited,EQ,03-APR-2024,10,1,INE0R6Z01013,10,INE0R6Z01013,NSE_ONLY
SRPL,Shree Ram Proteins Limited,BZ,23-SEP-2020,1,1,INE008Z01020,1,INE008Z01020,NSE_ONLY
SSDL,Saraswati Saree Depot Limited,EQ,20-AUG-2024,10,1,INE0PQ101010,10,INE0PQ101010,NSE_ONLY
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1,INE802C01033,NSE_ONLY
STALLION,Stallion India Fluorochemicals Limited,BE,23-JAN-2025,10,1,INE0RYC01010,10,INE0RYC01010,NSE_ONLY
STANLEY,Stanley Lifestyles Limited,EQ,28-JUN-2024,2,1,INE01A001028,2,INE01A001028,NSE_ONLY
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10,INE575P01011,NSE_ONLY
STEELCAS,Steelcast Limited,EQ,23-NOV-2021,1,1,INE124E01038,1,INE124E01038,NSE_ONLY
STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10,INE395H01011,NSE_ONLY
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1,INE503B01021,NSE_ONLY
STLNETWORK,STL Networks Limited,EQ,04-SEP-2025,2,1,INE1VXE01018,2,INE1VXE01018,NSE_ONLY
STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10,INE00IN01015,NSE_ONLY
STUDDS,Studds Accessories Limited,EQ,07-NOV-2025,5,1,INE00Q601028,5,INE00Q601028,NSE_ONLY
STYL,Seshaasai Technologies Limited,EQ,30-SEP-2025,10,1,INE04VU01023,10,INE04VU01023,NSE_ONLY
STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5,INE239C01020,NSE_ONLY
STYLEBAAZA,Baazar Style Retail Limited,EQ,06-SEP-2024,5,1,INE01FR01028,5,INE01FR01028,NSE_ONLY
SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5,1,INE754A01055,5,INE754A01055,NSE_ONLY
SUDEEPPHRM,Sudeep Pharma Limited,EQ,28-NOV-2025,1,1,INE0QPI01025,1,INE0QPI01025,NSE_ONLY
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,5,1,INE450E01029,5,INE450E01029,NSE_ONLY
SULA,Sula Vineyards Limited,EQ,22-DEC-2022,2,1,INE142Q01026,2,INE142Q01026,NSE_ONLY
SUMEETINDS,Sumeet Industries Limited,BE,10-DEC-2010,2,1,INE235C01036,2,INE235C01036,NSE_ONLY
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10,INE258G01013,NSE_ONLY
SUMIT,Sumit Woods Limited,EQ,30-JUL-2019,10,1,INE748Z01013,10,INE748Z01013,NSE_ONLY
SUNCLAY,Sundaram Clayton Limited,EQ,29-DEC-2023,5,1,INE0Q3R01026,5,INE0Q3R01026,NSE_ONLY
SUPREMEENG,Supreme Engineering Limited,BZ,04-DEC-2020,1,1,INE319Z01021,1,INE319Z01021,NSE_ONLY
SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2,INE07RO01027,NSE_ONLY
SURAJEST,Suraj Estate Developers Limited,EQ,26-DEC-2023,5,1,INE843S01025,5,INE843S01025,NSE_ONLY
SURAJLTD,Suraj Limited,EQ,29-AUG-2024,10,1,INE713C01016,10,INE713C01016,NSE_ONLY
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-DEC-2024,2,1,INE877V01027,2,INE877V01027,NSE_ONLY
SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,5,1,INE335A01020,5,INE335A01020,NSE_ONLY
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10,INE428Q01011,NSE_ONLY
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,1,1,INE018401013,1,INE018401013,NSE_ONLY
SVLL,Shree Vasu Logistics Limited,EQ,21-APR-2023,10,1,INE00CE01017,10,INE00CE01017,NSE_ONLY
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,BE,14-JUL-2021,1,1,INE308E01029,1,INE308E01029,NSE_ONLY
SWIGGY,Swiggy Limited,EQ,13-NOV-2024,1,1,INE00H001014,1,INE00H001014,NSE_ONLY
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1,INE00M201021,NSE_ONLY
SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022,1,1,INE312C01025,1,INE312C01025,NSE_ONLY
SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10,INE0DYJ01015,NSE_ONLY
SYSTMTXC,Systematix Corporate Services Limited,EQ,06-OCT-2025,1,1,INE356B01024,1,INE356B01024,NSE_ONLY
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,2,1,INE187D01029,2,INE187D01029,NSE_ONLY
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,16-APR-2024,2,1,INE555Z01020,2,INE555Z01020,NSE_ONLY
TARC,TARC Limited,EQ,18-DEC-2020,2,1,INE0EK901012,2,INE0EK901012,NSE_ONLY
TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2,INE144Z01023,NSE_ONLY
TATACAP,Tata Capital Limited,EQ,13-OCT-2025,10,1,INE976I01016,10,INE976I01016,NSE_ONLY
TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,1,1,INE672A01026,1,INE672A01026,NSE_ONLY
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1,INE081A01020,NSE_ONLY
TATATECH,Tata Technologies Limited,EQ,30-NOV-2023,2,1,INE142M01025,2,INE142M01025,NSE_ONLY
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10,INE0GK401011,NSE_ONLY
TBOTEK,TBO Tek Limited,EQ,15-MAY-2024,1,1,INE673O01025,1,INE673O01025,NSE_ONLY
TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,2,1,INE419M01027,2,INE419M01027,NSE_ONLY
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2,INE285K01026,NSE_ONLY
TEGA,Tega Industries Limited,EQ,13-DEC-2021,10,1,INE011K01018,10,INE011K01018,NSE_ONLY
TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021,10,1,INE869Y01010,10,INE869Y01010,NSE_ONLY
TENNIND,Tenneco Clean Air India Limited,EQ,19-NOV-2025,10,1,INE19RI01016,10,INE19RI01016,NSE_ONLY
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,2,1,INE305A01023,2,INE305A01023,NSE_ONLY
THEJO,Thejo Engineering Limited,EQ,10-OCT-2023,10,1,INE121N01019,10,INE121N01019,NSE_ONLY
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,02-JUN-2025,10,1,INE0AQ201015,10,INE0AQ201015,NSE_ONLY
THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,1,1,INE083B01024,1,INE083B01024,NSE_ONLY
TICL,Twamev Construction and Infrastructure Limited,BE,16-OCT-2023,1,1,INE388G01026,1,INE388G01026,NSE_ONLY
TIGERLOGS,Tiger Logistics (India) Limited,EQ,18-SEP-2025,1,1,INE906O01029,1,INE906O01029,NSE_ONLY
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,17-APR-2025,10,1,INE015C01016,10,INE015C01016,NSE_ONLY
TIPSFILMS,Tips Films Limited,EQ,06-OCT-2022,10,1,INE0LQS01015,10,INE0LQS01015,NSE_ONLY
TIPSMUSIC,Tips Music Limited,EQ,10-NOV-2000,1,1,INE716B01029,1,INE716B01029,NSE_ONLY
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,INE338A01024,1,INE338A01024,NSE_ONLY
TIRUPATIFL,Tirupati Forge Limited,EQ,04-AUG-2020,2,1,INE319Y01024,2,INE319Y01024,NSE_ONLY
TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10,1,INE668A01016,10,INE668A01016,NSE_ONLY
TMCV,Tata Motors Limited,EQ,12-NOV-2025,2,1,INE1TAE01010,2,INE1TAE01010,NSE_ONLY
TOLINS,Tolins Tyres Limited,EQ,16-SEP-2024,5,1,INE0RWQ01014,5,INE0RWQ01014,NSE_ONLY
TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,10,1,INE336X01012,10,INE336X01012,NSE_ONLY
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020,10,1,INE486Y01013,10,INE486Y01013,NSE_ONLY
TPHQ,Teamo Productions HQ Limited,EQ,30-JAN-2009,1,1,INE065J01024,1,INE065J01024,NSE_ONLY
TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,2,1,INE413G01022,2,INE413G01022,NSE_ONLY
TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,INE0HMF01019,1,INE0HMF01019,NSE_ONLY
TRANSRAILL,Transrail Lighting Limited,EQ,27-DEC-2024,2,1,INE454P01035,2,INE454P01035,NSE_ONLY
TRAVELFOOD,Travel Food Services Limited,EQ,14-JUL-2025,1,1,INE103V01028,1,INE103V01028,NSE_ONLY
TREJHARA,TREJHARA SOLUTIONS LIMITED,BE,28-DEC-2018,10,1,INE00CA01015,10,INE00CA01015,NSE_ONLY
TREL,Transindia Real Estate Limited,EQ,10-AUG-2023,2,1,INE0O3901029,2,INE0O3901029,NSE_ONLY
TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1,INE064C01022,NSE_ONLY
TRU,TruCap Finance Limited,EQ,20-JUN-2023,2,1,INE615R01029,2,INE615R01029,NSE_ONLY
TRUALT,TruAlt Bioenergy Limited,EQ,03-OCT-2025,10,1,INE0MWH01014,10,INE0MWH01014,NSE_ONLY
TSFINV,TSF INVESTMENTS LIMITED,EQ,26-MAR-2018,5,1,INE202Z01029,5,INE202Z01029,NSE_ONLY
TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,1,1,INE690A01028,1,INE690A01028,NSE_ONLY
TTL,T T Limited,EQ,22-FEB-2007,1,1,INE592B01024,1,INE592B01024,NSE_ONLY
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1,1,INE395N01027,1,INE395N01027,NSE_ONLY
UDS,Updater Services Limited,EQ,04-OCT-2023,10,1,INE851I01011,10,INE851I01011,NSE_ONLY
UFBL,United Foodbrands Limited,EQ,07-APR-2021,5,1,INE382M01027,5,INE382M01027,NSE_ONLY
UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,10,1,INE583D01011,10,INE583D01011,NSE_ONLY
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10,INE551W01018,NSE_ONLY
UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,10,1,INE0GIU01018,10,INE0GIU01018,NSE_ONLY
UNIECOM,Unicommerce Esolutions Limited,EQ,13-AUG-2024,1,1,INE00U401027,1,INE00U401027,NSE_ONLY
UNIINFO,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10,1,INE481Z01011,10,INE481Z01011,NSE_ONLY
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-DEC-2024,5,1,INE0U3I01011,5,INE0U3I01011,NSE_ONLY
UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022,10,1,INE244O01017,10,INE244O01017,NSE_ONLY
UNITDSPR,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2,INE854D01024,NSE_ONLY
UNITEDPOLY,United Polyfab Gujarat Limited,BE,31-DEC-2021,1,1,INE368U01029,1,INE368U01029,NSE_ONLY
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10,INE458F01011,NSE_ONLY
UNIVASTU,Univastu India Limited,EQ,22-JUN-2020,10,1,INE562X01013,10,INE562X01013,NSE_ONLY
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,10,1,INE03V001013,10,INE03V001013,NSE_ONLY
URAVIDEF,Uravi Defence and Technology Limited,EQ,05-JUL-2023,10,1,INE568Z01015,10,INE568Z01015,NSE_ONLY
URBANCO,Urban Company Limited,EQ,17-SEP-2025,1,1,INE0CAZ01013,1,INE0CAZ01013,NSE_ONLY
USK,Udayshivakumar Infra Limited,EQ,03-APR-2023,10,1,INE0N0Y01013,10,INE0N0Y01013,NSE_ONLY
UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,INE094J01016,10,INE094J01016,NSE_ONLY
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10,1,INE735W01017,10,INE735W01017,NSE_ONLY
UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-NOV-2025,1,1,INE12UR01024,1,INE12UR01024,NSE_ONLY
UYFINCORP,U. Y. Fincorp Limited,BE,03-OCT-2024,5,1,INE152C01025,5,INE152C01025,NSE_ONLY
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,2,1,INE884A01027,2,INE884A01027,NSE_ONLY
VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,2,1,INE972X01022,2,INE972X01022,NSE_ONLY
VALIANTLAB,Valiant Laboratories Limited,EQ,06-OCT-2023,10,1,INE0JWS01017,10,INE0JWS01017,NSE_ONLY
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10,INE116G01013,NSE_ONLY
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,1,1,INE835A01029,1,INE835A01029,NSE_ONLY
VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,1,1,INE665L01035,1,INE665L01035,NSE_ONLY
VBL,Varun Beverages Limited,EQ,08-NOV-2016,2,1,INE200M01039,2,INE200M01039,NSE_ONLY
VCL,Vaxtex Cotfab Limited,BE,19-APR-2022,1,1,INE098201036,1,INE098201036,NSE_ONLY
VEEDOL,Veedol Corporation Limited,EQ,16-JAN-2007,2,1,INE484C01030,2,INE484C01030,NSE_ONLY
VENTIVE,Ventive Hospitality Limited,EQ,30-DEC-2024,1,1,INE781S01027,1,INE781S01027,NSE_ONLY
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10,1,INE0JA001018,10,INE0JA001018,NSE_ONLY
VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022,10,1,INE0IQ001011,10,INE0IQ001011,NSE_ONLY
VERTOZ,Vertoz Limited,EQ,14-MAY-2020,10,1,INE188Y01031,10,INE188Y01031,NSE_ONLY
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,1,1,INE386A01023,1,INE386A01023,NSE_ONLY
VHLTD,Viceroy Hotels Limited,BE,03-APR-2024,10,1,INE048C01025,10,INE048C01025,NSE_ONLY
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1,1,INE043W01024,1,INE043W01024,NSE_ONLY
VIKASLIFE,Vikas Lifecare Limited,EQ,08-MAY-2019,1,1,INE161L01027,1,INE161L01027,NSE_ONLY
VIKRAMSOLR,Vikram Solar Limited,EQ,26-AUG-2025,10,1,INE078V01014,10,INE078V01014,NSE_ONLY
VIKRAN,Vikran Engineering Limited,EQ,03-SEP-2025,1,1,INE01R501028,1,INE01R501028,NSE_ONLY
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,1,1,INE410B01037,1,INE410B01037,NSE_ONLY
VINEETLAB,Vineet Laboratories Limited,EQ,15-JUN-2021,10,1,INE505Y01010,10,INE505Y01010,NSE_ONLY
VINNY,Vinny Overseas Limited,EQ,28-NOV-2022,1,1,INE01KI01027,1,INE01KI01027,NSE_ONLY
VIRINCHI,Virinchi Limited,BE,03-MAY-2023,10,1,INE539B01017,10,INE539B01017,NSE_ONLY
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,2,1,INE392A01021,2,INE392A01021,NSE_ONLY
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,2,1,INE270I01022,2,INE270I01022,NSE_ONLY
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2,1,INE430N01022,2,INE430N01022,NSE_ONLY
VLEGOV,VL E-Governance & IT Solutions Limited,EQ,14-AUG-2023,10,1,INE03HW01020,10,INE03HW01020,NSE_ONLY
VMM,Vishal Mega Mart Limited,EQ,18-DEC-2024,10,1,INE01EA01019,10,INE01EA01019,NSE_ONLY
VMSTMT,VMS TMT Limited,EQ,24-SEP-2025,10,1,INE0SJA01013,10,INE0SJA01013,NSE_ONLY
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10,1,INE0AE001013,10,INE0AE001013,NSE_ONLY
VRAJ,Vraj Iron and Steel Limited,EQ,03-JUL-2024,10,1,INE0S2V01010,10,INE0S2V01010,NSE_ONLY
VSTL,Vibhor Steel Tubes Limited,EQ,20-FEB-2024,10,1,INE0QTF01015,10,INE0QTF01015,NSE_ONLY
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,2,1,INE825A01020,2,INE825A01020,NSE_ONLY
WAAREEENER,Waaree Energies Limited,EQ,28-OCT-2024,10,1,INE377N01017,10,INE377N01017,NSE_ONLY
WAAREEINDO,Indosolar Limited,BE,29-SEP-2010,10,1,INE866K01023,10,INE866K01023,NSE_ONLY
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-APR-2025,2,1,INE299N01021,2,INE299N01021,NSE_ONLY
WCIL,Western Carriers (India) Limited,EQ,24-SEP-2024,5,1,INE0CJF01024,5,INE0CJF01024,NSE_ONLY
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10,1,INE658T01017,10,INE658T01017,NSE_ONLY
WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,1,1,INE855C01023,1,INE855C01023,NSE_ONLY
WEL,Wonder Electricals Limited,EQ,17-JAN-2022,1,1,INE02WG01024,1,INE02WG01024,NSE_ONLY
WEWIN,WE WIN LIMITED,BE,15-JUN-2022,10,1,INE082W01014,10,INE082W01014,NSE_ONLY
WEWORK,WeWork India Management Limited,EQ,10-OCT-2025,10,1,INE085001019,10,INE085001019,NSE_ONLY
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,5,1,INE0H5O01029,5,INE0H5O01029,NSE_ONLY
WIPL,The Western India Plywoods Limited,EQ,17-APR-2017,10,1,INE215F01023,10,INE215F01023,NSE_ONLY
WORTHPERI,Worth Peripherals Limited,EQ,04-AUG-2020,10,1,INE196Y01018,10,INE196Y01018,NSE_ONLY
XELPMOC,Xelpmoc Design And Tech Limited,BE,04-FEB-2019,10,1,INE01P501012,10,INE01P501012,NSE_ONLY
YASHO,Yasho Industries Limited,EQ,21-AUG-2023,10,1,INE616Z01012,10,INE616Z01012,NSE_ONLY
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10,1,INE0JO301016,10,INE0JO301016,NSE_ONLY
YATRA,Yatra Online Limited,EQ,28-SEP-2023,1,1,INE0JR601024,1,INE0JR601024,NSE_ONLY
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2,INE528G01035,NSE_ONLY
YUKEN,Yuken India Limited,EQ,02-SEP-2021,10,1,INE384C01016,10,INE384C01016,NSE_ONLY
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1,1,INE07K301024,1,INE07K301024,NSE_ONLY
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,2,1,INE520A01027,2,INE520A01027,NSE_ONLY
ZIMLAB,Zim Laboratories Limited,EQ,25-NOV-2022,10,1,INE518E01015,10,INE518E01015,NSE_ONLY
ZODIAC,Zodiac Energy Limited,EQ,14-DEC-2021,10,1,INE761Y01019,10,INE761Y01019,NSE_ONLY
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,10,1,INE358U01012,10,INE358U01012,NSE_ONLY
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,2,1,INE768C01028,2,INE768C01028,NSE_ONLY
